Year,quarter,ukos,mode,country,purpose,package,Age,Sex,duration,visits,nights,spend,sample
"2,019",2,1,1,27,1,2,4,2,2,"9,880.103","40,670.664","3,839,203.838",3
"2,019",2,1,1,27,1,2,5,1,1,"5,735.463","17,206.389","2,355,346.882",5
"2,019",2,1,1,27,1,2,5,1,2,"19,917.655","108,027.904","10,363,732.260",6
"2,019",2,1,1,27,1,2,5,2,1,"1,840.233","5,520.699","684,566.676",1
"2,019",2,1,1,27,1,2,5,2,2,"18,845.652","110,372.492","21,204,858.519",10
"2,019",2,1,1,27,1,2,6,1,2,"29,990.067","215,889.440","27,041,815.701",9
"2,019",2,1,1,27,1,2,6,1,3,"1,825.663","25,559.282","1,982,670.018",1
"2,019",2,1,1,27,1,2,6,2,2,"19,783.959","117,170.432","15,226,817.543",9
"2,019",2,1,1,27,1,2,6,2,3,"1,547.798","21,669.172","3,980,936.456",1
"2,019",2,1,1,27,1,2,7,1,1,"10,590.119","24,061.253","4,930,484.133",2
"2,019",2,1,1,27,1,2,7,1,2,"34,495.108","267,109.164","39,344,863.496",13
"2,019",2,1,1,27,1,2,7,1,3,"1,935.523","29,032.845","2,343,918.353",1
"2,019",2,1,1,27,1,2,7,2,1,"6,959.448","20,878.344","2,594,102.157",2
"2,019",2,1,1,27,1,2,7,2,2,"53,543.063","362,340.918","56,089,074.084",20
"2,019",2,1,1,27,1,2,7,2,3,"12,390.379","235,417.201","15,500,364.129",1
"2,019",2,1,1,27,1,2,9,1,1,"5,215.479","15,646.437","2,357,396.508",2
"2,019",2,1,1,27,1,2,9,1,2,"2,136.545","19,228.905","1,546,858.580",1
"2,019",2,1,1,27,1,2,9,2,2,"9,598.534","52,791.937","7,050,123.223",2
"2,019",2,1,1,27,2,1,3,1,1,"12,021.633","34,239.236","2,576,770.885",4
"2,019",2,1,1,27,2,1,3,1,3,"2,588.937","36,245.118","6,472,342.500",1
"2,019",2,1,1,27,2,1,3,2,1,"10,959.187","28,208.633","6,718,768.388",4
"2,019",2,1,1,27,2,1,3,2,2,"2,020.316","8,081.264",0.000,1
"2,019",2,1,1,27,2,1,4,1,1,"12,371.443","19,641.010","4,837,123.040",6
"2,019",2,1,1,27,2,1,4,1,2,"1,547.798","6,191.192","1,142,274.924",1
"2,019",2,1,1,27,2,1,5,1,1,"6,005.404","9,428.592","899,096.210",3
"2,019",2,1,1,27,2,1,5,1,2,"8,059.425","32,237.700","3,902,487.732",2
"2,019",2,1,1,27,2,1,6,1,1,"3,845.979","11,537.937","951,170.423",2
"2,019",2,1,1,27,2,1,6,1,2,"1,069.745","4,278.980","483,524.740",1
"2,019",2,1,1,27,2,1,9,#NULL!,1,"4,799.267","9,598.534","1,578,958.843",1
"2,019",2,1,1,27,2,1,9,2,1,"4,679.369","14,038.107","2,049,563.622",1
"2,019",2,1,1,27,2,2,4,1,1,"3,373.461","6,746.922","1,684,101.727",2
"2,019",2,1,1,27,2,2,4,1,2,"7,709.104","77,091.040","7,369,903.424",1
"2,019",2,1,1,27,2,2,5,1,1,"2,334.464","2,334.464","511,247.616",1
"2,019",2,1,1,27,2,2,6,1,2,"1,547.798","9,286.788","1,244,429.592",1
"2,019",2,1,1,27,3,1,2,2,3,"4,799.267","81,587.539","287,956.020",1
"2,019",2,1,1,27,4,1,1,1,2,"5,848.836","23,395.344","391,872.012",1
"2,019",2,1,1,27,4,1,2,1,1,"4,706.678","12,294.371","959,531.020",2
"2,019",2,1,1,27,4,1,2,1,2,"18,346.900","128,428.300","2,952,485.759",4
"2,019",2,1,1,27,4,1,2,1,3,"2,881.015","40,334.210","172,860.900",1
"2,019",2,1,1,27,4,1,2,2,1,"2,136.545","4,273.090",0.000,1
"2,019",2,1,1,27,4,1,2,2,2,"18,046.533","127,933.649","4,095,933.062",3
"2,019",2,1,1,27,4,1,2,2,3,"3,675.862","51,462.068",0.000,1
"2,019",2,1,1,27,4,1,3,1,1,"2,588.937","7,766.811","616,167.006",1
"2,019",2,1,1,27,4,1,3,1,2,"3,929.453","31,936.001","1,037,128.414",3
"2,019",2,1,1,27,4,1,3,1,3,"1,069.745","14,976.430","160,461.750",1
"2,019",2,1,1,27,4,1,3,1,4,"1,069.745","33,162.095","713,519.915",1
"2,019",2,1,1,27,4,1,3,2,1,"7,709.104","23,127.312","770,910.400",1
"2,019",2,1,1,27,4,1,3,2,2,"14,537.472","122,689.242","3,172,264.960",4
"2,019",2,1,1,27,4,1,3,2,3,"11,735.079","248,015.190","4,799,267.000",3
"2,019",2,1,1,27,4,1,4,1,1,"4,663.584","11,916.105","977,155.584",2
"2,019",2,1,1,27,4,1,4,1,2,"4,799.267","19,197.068","835,072.458",1
"2,019",2,1,1,27,4,1,4,1,3,"1,547.798","30,955.960","885,340.456",1
"2,019",2,1,1,27,4,1,4,2,1,"5,869.012","11,738.024","525,925.735",2
"2,019",2,1,1,27,4,1,4,2,2,"6,531.861","33,176.437","1,653,760.401",5
"2,019",2,1,1,27,4,1,4,2,3,"2,190.782","35,052.512","188,407.252",1
"2,019",2,1,1,27,4,1,5,1,0,"2,074.647",0.000,"622,394.100",1
"2,019",2,1,1,27,4,1,5,1,2,"7,730.740","54,115.180","1,459,650.168",3
"2,019",2,1,1,27,4,1,5,1,3,"4,386.911","92,125.131","1,316,073.300",1
"2,019",2,1,1,27,4,1,5,2,1,"4,799.267","9,598.534","719,890.050",1
"2,019",2,1,1,27,4,1,5,2,2,"8,892.941","66,195.168","3,380,048.739",5
"2,019",2,1,1,27,4,1,6,1,1,"3,663.054","10,989.162","1,510,603.500",2
"2,019",2,1,1,27,4,1,6,1,2,648.048,"3,240.240","3,240,240.000",1
"2,019",2,1,1,27,4,1,6,2,2,"14,653.195","85,877.750","3,163,221.932",3
"2,019",2,1,1,27,4,1,7,1,2,"9,099.798","41,533.974","1,486,190.712",3
"2,019",2,1,1,27,4,1,7,2,1,"2,881.015","8,643.045","1,008,355.250",1
"2,019",2,1,1,27,4,1,7,2,2,"1,069.745","6,418.470","371,201.515",1
"2,019",2,1,1,27,4,1,9,1,2,"2,190.782","15,335.474","1,040,621.450",1
"2,019",2,1,1,27,4,1,9,2,2,"1,825.663","12,779.641","867,189.925",1
"2,019",2,1,1,27,4,2,2,1,2,"1,825.663","7,302.652","542,221.911",1
"2,019",2,1,1,27,4,2,3,1,2,"7,388.204","51,717.428","4,874,908.716",2
"2,019",2,1,1,27,4,2,3,2,2,"11,379.147","84,453.296","3,906,011.924",2
"2,019",2,1,1,27,4,2,4,2,1,"1,460.485","4,381.455","552,063.330",1
"2,019",2,1,1,27,4,2,6,1,1,"4,799.267","14,397.801","551,915.705",1
"2,019",2,1,1,27,4,2,9,1,2,"4,799.267","33,594.869","2,279,651.825",1
"2,019",2,1,1,27,4,2,9,1,3,"1,825.663","25,559.282","626,202.409",1
"2,019",2,1,1,27,4,2,9,2,2,"9,534.767","63,092.043","4,311,760.428",2
"2,019",2,1,1,27,5,1,3,1,2,"2,593.309","15,559.854","1,221,448.539",1
"2,019",2,1,1,28,1,1,2,1,2,"1,825.663","18,256.630","456,415.750",1
"2,019",2,1,1,28,1,1,3,1,1,"2,588.937","7,766.811","577,332.951",1
"2,019",2,1,1,28,1,1,3,1,2,"5,377.908","21,511.632","5,377,908.000",1
"2,019",2,1,1,28,1,1,4,1,1,"4,016.390","10,223.507","1,175,692.672",2
"2,019",2,1,1,28,1,1,4,1,2,"2,881.015","25,929.135","2,881,015.000",1
"2,019",2,1,1,28,1,1,4,2,2,"2,588.937","10,355.748","787,036.848",1
"2,019",2,1,1,28,1,1,6,1,2,"1,825.663","9,128.315","173,437.985",1
"2,019",2,1,1,28,1,1,9,2,1,"1,825.663","5,476.989","407,122.849",1
"2,019",2,1,1,28,1,2,4,1,2,"2,588.937","18,122.559","1,530,061.767",1
"2,019",2,1,1,28,2,1,3,1,1,"4,799.267","4,799.267","2,462,023.971",1
"2,019",2,1,1,28,2,1,4,1,1,"4,799.267","14,397.801","2,010,892.873",1
"2,019",2,1,1,28,2,1,9,1,3,"1,825.663","27,384.945","1,975,367.366",1
"2,019",2,1,1,28,2,2,4,1,1,"4,799.267","9,598.534","1,506,969.838",1
"2,019",2,1,1,28,3,1,9,#NULL!,4,"1,825.663","56,595.553","1,597,455.125",1
"2,019",2,1,1,28,4,1,2,1,2,"1,825.663","23,733.619",0.000,1
"2,019",2,1,1,28,4,1,2,1,3,"2,881.015","54,739.285",0.000,1
"2,019",2,1,1,28,4,1,2,2,2,"5,377.908","48,401.172",0.000,1
"2,019",2,1,1,28,4,1,3,1,1,"6,240.263","11,418.137","488,772.373",3
"2,019",2,1,1,28,4,1,3,1,2,"7,003.537","51,613.696","1,526,203.373",3
"2,019",2,1,1,28,4,1,3,2,1,"1,713.310","5,139.930","162,764.450",1
"2,019",2,1,1,28,4,1,4,1,1,"4,799.267","14,397.801","412,736.962",1
"2,019",2,1,1,28,4,1,4,1,2,"1,713.310","11,993.170","856,655.000",1
"2,019",2,1,1,28,4,1,4,2,2,"2,190.782","28,480.166","262,893.840",1
"2,019",2,1,1,28,4,1,4,2,3,"6,580.042","92,120.588","6,580,042.000",1
"2,019",2,1,1,28,4,1,9,1,4,"2,190.782","129,256.138","3,141,581.388",1
"2,019",2,1,1,28,4,1,9,2,2,"1,825.663","12,779.641","814,245.698",1
"2,019",2,1,1,28,4,1,9,2,3,"1,825.663","25,559.282","929,262.467",1
"2,019",2,1,1,28,4,2,6,1,2,"1,713.310","11,993.170","344,375.310",1
"2,019",2,1,1,29,1,1,2,2,1,"1,825.663","3,651.326","16,430.967",1
"2,019",2,1,1,29,1,1,2,2,2,"1,825.663","16,430.967","1,825,663.000",1
"2,019",2,1,1,29,1,1,3,1,1,"1,825.663","5,476.989","98,585.802",1
"2,019",2,1,1,29,1,1,3,1,3,"2,921.024","43,815.360","2,190,768.000",1
"2,019",2,1,1,29,1,1,3,2,3,"1,825.663","31,036.271","262,895.472",1
"2,019",2,1,1,29,1,1,5,1,1,"1,460.485","1,460.485","146,048.500",1
"2,019",2,1,1,29,1,1,6,2,1,"1,150.252","3,450.756","198,993.596",1
"2,019",2,1,1,29,1,1,9,#NULL!,2,"5,847.396","54,092.505","2,901,479.733",2
"2,019",2,1,1,29,1,1,9,1,1,"1,460.485","1,460.485","292,097.000",1
"2,019",2,1,1,29,1,1,9,1,2,"1,825.663","7,302.652","748,521.830",1
"2,019",2,1,1,29,1,1,9,2,2,"1,825.663","7,302.652","748,521.830",1
"2,019",2,1,1,29,1,1,9,2,3,"1,825.663","25,559.282","1,102,700.452",1
"2,019",2,1,1,29,4,1,2,1,1,"1,825.663","5,476.989","91,283.150",1
"2,019",2,1,1,29,4,1,2,1,2,"1,825.663","14,605.304","127,796.410",1
"2,019",2,1,1,29,4,1,2,1,3,"4,414.600","64,393.337","1,200,193.764",2
"2,019",2,1,1,29,4,1,2,1,4,"2,190.782","100,775.972","845,641.852",1
"2,019",2,1,1,29,4,1,2,2,2,"1,711.594","11,981.158","1,122,805.664",1
"2,019",2,1,1,29,4,1,2,2,4,"2,190.782","70,105.024","438,156.400",1
"2,019",2,1,1,29,4,1,3,1,1,"2,975.915","8,927.745","595,183.000",2
"2,019",2,1,1,29,4,1,3,1,2,"6,572.350","29,940.726","4,357,825.749",3
"2,019",2,1,1,29,4,1,3,2,2,"1,825.663","14,605.304","365,132.600",1
"2,019",2,1,1,29,4,1,4,1,1,"1,825.663","5,476.989","273,849.450",1
"2,019",2,1,1,29,4,1,4,1,2,"6,207.172","50,022.385","3,755,689.299",3
"2,019",2,1,1,29,4,1,4,1,3,"1,825.663","25,559.282","3,651,326.000",1
"2,019",2,1,1,29,4,1,5,1,2,"1,825.663","12,779.641","912,831.500",1
"2,019",2,1,1,29,4,1,6,2,2,"1,150.252","8,051.764","575,126.000",1
"2,019",2,1,1,29,4,1,6,2,3,"3,537.257","51,347.261","2,465,125.922",2
"2,019",2,1,1,29,4,1,9,1,2,"1,460.485","14,604.850","544,760.905",1
"2,019",2,1,1,29,4,1,9,2,2,"3,651.326","32,861.934","1,765,416.121",2
"2,019",2,1,1,29,4,1,9,2,3,"1,150.252","16,103.528","585,478.268",1
"2,019",2,1,1,29,4,2,3,2,2,"1,825.663","12,779.641","6,605,248.734",1
"2,019",2,1,1,29,5,1,3,2,1,"1,825.663","5,476.989","197,171.604",1
"2,019",2,1,1,30,1,1,2,1,2,"4,266.673","17,066.692","2,133,336.500",1
"2,019",2,1,1,30,1,2,2,2,1,"2,593.309","7,779.927","1,055,476.763",1
"2,019",2,1,1,30,2,1,4,1,0,"2,593.309",0.000,"207,464.720",1
"2,019",2,1,1,30,2,1,5,1,1,"2,593.309","2,593.309","1,260,348.174",1
"2,019",2,1,1,30,2,1,9,1,0,"2,593.309",0.000,"254,144.282",1
"2,019",2,1,1,30,4,1,2,2,4,489.076,"14,183.204",0.000,1
"2,019",2,1,1,30,4,2,1,2,1,"2,074.647","4,149.294","240,659.052",1
"2,019",2,1,1,31,1,1,2,1,2,"4,015.028","26,552.545","2,298,179.912",2
"2,019",2,1,1,31,1,1,2,2,1,"4,138.961","12,416.883","1,241,688.300",1
"2,019",2,1,1,31,1,1,2,2,2,"5,426.492","34,122.851","3,425,147.292",2
"2,019",2,1,1,31,1,1,3,1,1,"18,144.904","53,325.550","7,230,232.550",2
"2,019",2,1,1,31,1,1,3,1,2,"3,228.405","24,558.864","1,155,885.993",2
"2,019",2,1,1,31,1,1,3,2,1,"17,820.803","53,462.409","5,451,439.074",2
"2,019",2,1,1,31,1,1,3,2,2,"6,516.356","38,301.143","2,657,692.602",4
"2,019",2,1,1,31,1,1,4,1,2,"3,895.115","27,265.805","5,188,293.180",1
"2,019",2,1,1,31,1,1,4,2,2,"1,069.745","7,488.215","91,998.070",1
"2,019",2,1,1,31,1,1,5,1,2,"7,222.059","46,672.665","10,772,909.075",4
"2,019",2,1,1,31,1,1,5,2,2,"4,402.674","37,473.690","2,530,688.200",2
"2,019",2,1,1,31,1,1,6,1,2,"8,553.127","69,187.797","8,714,205.182",3
"2,019",2,1,1,31,1,1,7,1,2,"6,559.473","45,916.311","1,663,208.480",3
"2,019",2,1,1,31,1,1,7,2,2,"9,145.783","65,623.095","4,315,041.426",3
"2,019",2,1,1,31,1,1,7,2,3,"1,713.310","23,986.340","149,057.970",1
"2,019",2,1,1,31,1,1,9,#NULL!,2,785.061,"5,495.427","527,560.992",1
"2,019",2,1,1,31,1,1,9,1,2,"1,854.806","12,983.642","1,127,885.421",2
"2,019",2,1,1,31,1,1,9,1,3,"1,552.651","21,737.114","1,372,543.484",1
"2,019",2,1,1,31,1,1,9,2,2,"4,138.961","28,972.727","2,781,381.792",1
"2,019",2,1,1,31,1,1,9,9,2,"4,138.961","28,972.727","2,781,381.792",1
"2,019",2,1,1,31,1,2,2,1,2,"3,073.945","24,591.560","2,121,022.050",1
"2,019",2,1,1,31,1,2,2,2,2,"4,363.257","17,453.028","977,479.701",2
"2,019",2,1,1,31,1,2,3,1,2,"1,069.745","7,488.215","473,897.035",1
"2,019",2,1,1,31,1,2,3,2,2,"1,069.745","7,488.215","532,733.010",1
"2,019",2,1,1,31,1,2,4,1,1,785.061,"2,355.183","129,535.065",1
"2,019",2,1,1,31,1,2,4,1,2,"9,347.667","65,433.669","3,399,559.982",3
"2,019",2,1,1,31,1,2,4,2,2,"9,112.532","66,560.630","4,389,690.465",2
"2,019",2,1,1,31,1,2,5,1,2,"18,583.540","131,632.578","10,979,258.416",2
"2,019",2,1,1,31,1,2,5,2,1,785.061,"2,355.183","441,204.282",1
"2,019",2,1,1,31,1,2,5,2,2,"5,148.318","38,393.409","3,861,941.544",3
"2,019",2,1,1,31,1,2,6,1,2,"7,207.185","50,450.295","4,502,952.804",2
"2,019",2,1,1,31,1,2,6,2,2,"11,643.030","76,361.280","5,602,776.450",5
"2,019",2,1,1,31,1,2,7,1,2,"4,138.961","28,972.727","1,026,462.328",1
"2,019",2,1,1,31,1,2,7,1,3,"1,069.745","14,976.430","1,354,297.170",1
"2,019",2,1,1,31,1,2,7,2,2,"25,682.275","213,847.409","14,207,123.044",4
"2,019",2,1,1,31,1,2,7,2,3,"1,547.798","21,669.172","1,204,186.844",1
"2,019",2,1,1,31,1,2,9,1,1,"3,073.945","9,221.835","765,412.305",1
"2,019",2,1,1,31,4,1,2,1,2,"4,138.961","16,555.844","413,896.100",1
"2,019",2,1,1,31,4,1,4,2,2,"4,138.961","20,694.805","691,206.487",1
"2,019",2,1,1,31,4,1,5,2,1,"4,138.961","12,416.883","1,241,688.300",1
"2,019",2,1,1,31,4,1,6,2,1,"1,109.162","2,218.324","241,797.316",1
"2,019",2,1,1,31,4,1,7,2,3,"2,462.377","46,785.163","492,475.400",1
"2,019",2,1,1,31,4,2,1,1,3,"1,069.745","14,976.430","923,189.935",1
"2,019",2,1,1,32,1,1,1,1,1,"2,881.015","8,643.045","288,101.500",1
"2,019",2,1,1,32,1,1,1,2,2,"1,715.914","8,579.570","514,774.200",1
"2,019",2,1,1,32,1,1,2,1,1,"13,766.165","33,655.719","4,805,201.215",8
"2,019",2,1,1,32,1,1,2,1,2,"21,853.054","122,486.753","9,625,648.092",7
"2,019",2,1,1,32,1,1,2,2,1,"14,736.020","40,116.013","3,674,813.522",9
"2,019",2,1,1,32,1,1,2,2,2,"16,435.586","96,297.691","7,507,164.757",5
"2,019",2,1,1,32,1,1,2,2,3,"1,460.485","20,446.790","991,669.315",1
"2,019",2,1,1,32,1,1,3,1,1,"28,731.783","71,255.069","11,802,273.437",14
"2,019",2,1,1,32,1,1,3,1,2,"3,965.153","21,651.428","1,775,027.034",3
"2,019",2,1,1,32,1,1,3,2,1,"11,385.924","27,752.162","6,032,859.287",7
"2,019",2,1,1,32,1,1,3,2,2,"25,161.186","116,137.486","7,979,021.410",9
"2,019",2,1,1,32,1,1,4,1,1,"13,083.507","24,563.390","2,770,484.522",6
"2,019",2,1,1,32,1,1,4,1,2,"1,989.409","9,796.964","370,918.068",2
"2,019",2,1,1,32,1,1,4,2,1,"4,045.660","9,916.983","1,607,105.800",3
"2,019",2,1,1,32,1,1,4,2,2,"1,825.663","9,128.315","425,379.479",1
"2,019",2,1,1,32,1,1,5,1,1,"5,856.930","11,808.760","2,173,098.165",3
"2,019",2,1,1,32,1,1,5,1,2,"5,787.136","29,245.913","2,183,049.210",4
"2,019",2,1,1,32,1,1,5,2,1,"7,310.185","21,930.555","3,238,629.184",3
"2,019",2,1,1,32,1,1,5,2,2,"2,334.479","16,341.353","1,167,239.500",1
"2,019",2,1,1,32,1,1,6,1,1,"11,591.381","34,774.143","6,024,690.648",3
"2,019",2,1,1,32,1,1,6,1,2,"1,069.745","4,278.980","187,205.375",1
"2,019",2,1,1,32,1,1,6,2,1,"2,866.166","6,882.584","1,155,599.238",2
"2,019",2,1,1,32,1,1,6,2,2,"1,165.489","8,158.423","702,789.867",1
"2,019",2,1,1,32,1,1,7,1,1,"1,069.745","2,139.490","481,385.250",1
"2,019",2,1,1,32,1,1,7,1,2,785.061,"3,925.305","549,542.700",1
"2,019",2,1,1,32,1,1,9,#NULL!,1,"4,031.267","10,943.549","1,130,023.482",2
"2,019",2,1,1,32,1,1,9,#NULL!,2,"3,334.987","13,339.948","1,257,290.099",1
"2,019",2,1,1,32,1,1,9,1,1,"4,921.259","12,938.114","918,729.784",3
"2,019",2,1,1,32,1,1,9,1,2,"3,848.139","15,392.556","1,450,748.403",2
"2,019",2,1,1,32,1,1,9,2,1,"4,889.517","12,674.442","1,325,081.850",3
"2,019",2,1,1,32,1,2,2,1,1,"9,495.903","28,487.709","5,066,945.050",5
"2,019",2,1,1,32,1,2,2,1,2,"1,150.252","4,601.008","2,161,323.508",1
"2,019",2,1,1,32,1,2,2,2,1,"4,409.644","11,681.134","1,844,173.586",3
"2,019",2,1,1,32,1,2,3,1,1,"9,845.649","29,536.947","3,905,175.086",2
"2,019",2,1,1,32,1,2,3,1,2,"1,547.798","10,834.586","185,735.760",1
"2,019",2,1,1,32,1,2,4,1,1,"3,790.561","11,371.683","2,518,664.594",2
"2,019",2,1,1,32,1,2,4,1,2,919.664,"6,437.648","89,207.408",1
"2,019",2,1,1,32,1,2,4,2,2,"3,224.899","19,123.537","1,490,762.985",2
"2,019",2,1,1,32,1,2,5,1,1,"4,283.276","8,566.552","1,259,283.144",1
"2,019",2,1,1,32,1,2,5,1,2,"7,614.221","30,456.884","2,297,096.787",3
"2,019",2,1,1,32,1,2,6,1,1,"1,715.914","3,431.828","226,500.648",1
"2,019",2,1,1,32,1,2,6,2,1,"4,992.006","14,976.018","913,537.098",1
"2,019",2,1,1,32,1,2,7,1,1,"8,968.784","21,914.346","4,585,779.788",3
"2,019",2,1,1,32,1,2,7,2,2,"9,085.849","53,476.500","8,210,562.733",3
"2,019",2,1,1,32,1,2,9,1,1,"1,825.663","5,476.989","609,771.442",1
"2,019",2,1,1,32,1,2,9,2,1,"1,715.914","1,715.914","286,557.638",1
"2,019",2,1,1,32,1,2,9,2,2,"1,825.663","12,779.641","1,217,717.221",1
"2,019",2,1,1,32,2,1,2,1,1,"2,462.377","4,924.754","428,453.598",1
"2,019",2,1,1,32,2,1,2,1,2,"2,462.377","12,311.885","1,605,469.804",1
"2,019",2,1,1,32,2,1,3,1,0,"6,617.755",0.000,"189,539.642",2
"2,019",2,1,1,32,2,1,3,1,1,"1,412.795","1,412.795","353,198.750",1
"2,019",2,1,1,32,2,1,3,1,2,"2,462.377","9,849.508","105,882.211",1
"2,019",2,1,1,32,2,1,3,2,0,"2,334.464",0.000,"30,348.032",1
"2,019",2,1,1,32,2,1,3,2,1,"7,826.562","15,366.129","2,468,015.572",5
"2,019",2,1,1,32,2,1,3,2,2,"2,649.917","20,701.248","3,354,088.914",2
"2,019",2,1,1,32,2,1,4,1,0,"3,747.259",0.000,"144,845.010",2
"2,019",2,1,1,32,2,1,4,1,1,"15,879.589","25,317.890","3,822,572.803",9
"2,019",2,1,1,32,2,1,4,1,2,"6,734.416","36,767.676","3,291,566.010",3
"2,019",2,1,1,32,2,1,4,1,3,"1,711.594","23,962.316","513,478.200",1
"2,019",2,1,1,32,2,1,4,2,0,"8,778.849",0.000,"1,364,255.819",2
"2,019",2,1,1,32,2,1,5,1,1,"15,884.620","17,432.418","3,090,796.990",6
"2,019",2,1,1,32,2,1,5,1,2,"7,316.754","40,235.096","5,238,330.527",3
"2,019",2,1,1,32,2,1,5,2,1,"4,534.778","7,908.239","1,718,976.305",3
"2,019",2,1,1,32,2,1,6,1,1,"3,651.326","3,651.326","943,867.771",2
"2,019",2,1,1,32,2,1,6,1,2,"2,462.377","17,236.639","7,478,238.949",1
"2,019",2,1,1,32,2,1,6,2,1,"5,722.535","8,982.693","2,443,775.734",2
"2,019",2,1,1,32,2,1,9,1,0,"7,709.104",0.000,"131,054.768",1
"2,019",2,1,1,32,2,1,9,1,1,"4,537.024","9,074.048","1,479,069.824",2
"2,019",2,1,1,32,2,2,3,1,1,"3,880.840","10,354.989","1,547,824.521",2
"2,019",2,1,1,32,2,2,4,1,1,"1,150.252","1,150.252","1,300,935.012",1
"2,019",2,1,1,32,2,2,4,2,1,"1,069.745","1,069.745","232,134.665",1
"2,019",2,1,1,32,2,2,5,1,1,"2,462.377","7,387.131","1,071,133.995",1
"2,019",2,1,1,32,2,2,9,1,1,"1,825.663","5,476.989","794,163.405",1
"2,019",2,1,1,32,4,1,2,2,2,"5,089.375","34,129.209","1,201,465.627",3
"2,019",2,1,1,32,4,1,3,1,1,"15,871.510","44,638.742","2,080,604.984",5
"2,019",2,1,1,32,4,1,3,1,2,"13,846.447","94,166.137","3,757,282.131",3
"2,019",2,1,1,32,4,1,3,2,1,"2,593.309","7,779.927","111,512.287",1
"2,019",2,1,1,32,4,1,3,2,2,"3,613.972","29,411.703","643,605.398",2
"2,019",2,1,1,32,4,1,4,1,2,"9,250.921","37,003.684","804,830.127",1
"2,019",2,1,1,32,4,1,4,2,2,"1,150.252","10,352.268","115,025.200",1
"2,019",2,1,1,32,4,1,5,1,1,440.721,881.442,"44,072.100",1
"2,019",2,1,1,32,4,1,5,1,2,"3,622.445","18,112.225","2,472,431.086",2
"2,019",2,1,1,32,4,1,5,2,1,"3,779.497","7,558.994","56,692.455",1
"2,019",2,1,1,32,4,1,5,2,2,"6,624.930","35,628.035","1,230,853.021",2
"2,019",2,1,1,32,4,1,6,1,2,"2,199.981","16,651.085","582,520.494",2
"2,019",2,1,1,32,4,1,6,2,2,"4,799.267","57,591.204","167,974.345",1
"2,019",2,1,1,32,4,1,7,1,2,"1,130.236","5,651.180","245,261.212",1
"2,019",2,1,1,32,4,1,7,2,2,"7,709.104","53,963.728",0.000,1
"2,019",2,1,1,32,4,1,9,#NULL!,1,"4,679.369","9,358.738","496,013.114",1
"2,019",2,1,1,32,4,1,9,1,1,"1,165.489","1,165.489","82,749.719",1
"2,019",2,1,1,32,4,1,9,1,3,"4,868.894","92,508.986","2,191,002.300",1
"2,019",2,1,1,32,4,1,9,2,1,"1,460.485","4,381.455","207,388.870",1
"2,019",2,1,1,32,4,2,1,1,2,"1,412.795","5,651.180","250,064.715",1
"2,019",2,1,1,32,4,2,5,1,1,"2,593.309","5,186.618","274,890.754",1
"2,019",2,1,1,32,4,2,6,2,2,"1,825.663","12,779.641","518,488.292",1
"2,019",2,1,1,32,5,1,3,1,1,"1,069.745","1,069.745","534,872.500",1
"2,019",2,1,1,32,5,1,3,1,2,785.061,"3,140.244","135,815.553",1
"2,019",2,1,1,32,5,1,5,1,1,"1,721.901","1,721.901","172,190.100",1
"2,019",2,1,1,33,1,1,3,1,1,"1,150.252","3,450.756","442,847.020",1
"2,019",2,1,1,33,1,1,3,1,2,"4,602.916","26,458.382","6,251,953.125",2
"2,019",2,1,1,33,1,1,5,2,2,"4,255.245","29,786.715","6,136,063.290",1
"2,019",2,1,1,33,1,1,6,2,2,"2,881.015","14,405.075","2,881,015.000",1
"2,019",2,1,1,33,1,2,3,1,2,"1,721.901","8,609.505","4,955,631.078",1
"2,019",2,1,1,33,1,2,6,2,2,"5,762.030","40,334.210","7,021,033.555",2
"2,019",2,1,1,33,2,1,3,2,1,"1,547.798","3,095.596","1,215,021.430",1
"2,019",2,1,1,33,2,1,4,1,1,"1,165.583","2,331.166",0.000,1
"2,019",2,1,1,33,2,1,4,1,2,"9,006.431","68,988.397","10,432,598.556",3
"2,019",2,1,1,33,2,1,4,2,1,"2,334.479","2,334.479",0.000,1
"2,019",2,1,1,33,2,1,4,2,2,"1,069.745","4,278.980",0.000,1
"2,019",2,1,1,33,2,1,5,1,1,"1,721.901","5,165.703","1,162,283.175",1
"2,019",2,1,1,33,2,1,5,1,2,"1,994.109","7,976.436","857,466.870",1
"2,019",2,1,1,33,2,1,6,1,2,"6,453.997","30,571.297","4,021,397.882",2
"2,019",2,1,1,33,2,1,6,1,3,"1,840.233","25,763.262","607,276.890",1
"2,019",2,1,1,33,2,2,3,1,1,"2,881.015","8,643.045","2,483,434.930",1
"2,019",2,1,1,33,4,1,2,2,1,"2,881.015","8,643.045","144,050.750",1
"2,019",2,1,1,33,4,1,3,2,2,"2,881.015","17,286.090","132,526.690",1
"2,019",2,1,1,33,4,1,5,1,2,"2,881.015","28,810.150","48,977.255",1
"2,019",2,1,1,33,4,1,6,2,1,"2,881.015","8,643.045","40,334.210",1
"2,019",2,1,1,33,4,1,7,1,3,"2,136.545","29,911.630","747,790.750",1
"2,019",2,1,1,34,1,1,1,1,2,"1,825.663","7,302.652","182,566.300",1
"2,019",2,1,1,34,1,1,2,1,1,"7,887.414","23,662.242","1,304,364.251",3
"2,019",2,1,1,34,1,1,2,2,1,"1,069.745","3,209.235","262,087.525",1
"2,019",2,1,1,34,1,1,2,2,2,"2,895.408","25,302.754","670,364.750",2
